Image,ID,Original,Manual,AI,Status
006_01_0,word_1_16_0_7_1,s'adrefferent,s'adresserent,s'adresserent,CORRECT_FIX
006_01_0,word_1_16_0_7_8,fuccès,succès,succès,CORRECT_FIX
006_01_0,word_1_16_0_9_6,repréfenté,représenté,représenté,CORRECT_FIX
006_01_0,word_1_16_0_10_0,fuppofés,supposés,supposés,CORRECT_FIX
006_01_0,word_1_16_0_10_4,paifible,paisible,paisible,CORRECT_FIX
006_01_0,word_1_16_0_10_6,refpectueufe,respectueuse,respectueuse,CORRECT_FIX
006_01_0,word_1_16_0_10_10,Légiflature,Législature,Législature,CORRECT_FIX
006_01_0,word_1_16_0_11_11,refufée,refusée,refusée,CORRECT_FIX
006_01_0,word_1_16_0_12_10,Chefter,Chester,Chester,CORRECT_FIX
006_01_0,word_1_16_0_12_12,repréfenté,représenté,représenté,CORRECT_FIX
006_01_0,word_1_16_0_13_9,repréfenter,représenter,représenter,CORRECT_FIX
006_01_0,word_1_16_0_14_3,fuprême,suprême,suprême,CORRECT_FIX
006_01_0,word_1_16_0_16_6,jurifdictions,jurisdictions,jurisdictions,CORRECT_FIX
006_01_0,word_1_16_0_17_12,fuis,suis,suis,CORRECT_FIX
006_01_0,word_1_16_0_18_0,fuadé,suadé,suadé,CORRECT_FIX
006_01_0,word_1_16_0_18_6,feroit,feroit,seroit,FALSE_POSITIVE
006_01_0,word_1_16_0_18_12,fullent,fussent,fussent,CORRECT_FIX
006_01_0,word_1_16_0_18_13,repréfentés,représentés,représentés,CORRECT_FIX
006_01_0,word_1_16_1_0_6,circonftance,circonstance,circonstance,CORRECT_FIX
006_01_0,word_1_16_1_0_8,qu'infinuée,qu'infinuée,qu'insinuée,FALSE_POSITIVE
006_01_0,word_1_16_1_2_2,fupremacie,supremacie,supremacie,CORRECT_FIX
006_01_0,word_1_16_1_2_5,s'étentendroit,s'étentendroit,s'étendroit,FALSE_POSITIVE
006_01_0,word_1_16_1_3_10,foit,foit,soit,FALSE_POSITIVE
006_01_0,word_1_16_1_4_0,conceffions,concessions,concessions,CORRECT_FIX
006_01_0,word_1_16_1_4_3,Légillature,Législature,Législature,CORRECT_FIX
006_01_0,word_1_16_1_4_5,foit,foit,soit,FALSE_POSITIVE
006_01_0,word_1_16_1_4_13,fem-,fem-,sem-,FALSE_POSITIVE
006_01_0,word_1_16_1_6_3,Légiflature,Législature,Législature,CORRECT_FIX
006_01_0,word_1_16_1_6_5,poffedant,possedant,possedant,CORRECT_FIX
006_01_0,word_1_16_1_9_6,Chartes,Chartes,Chartres,FALSE_POSITIVE
006_01_0,word_1_16_1_10_8,foumettent,soumettent,soumettent,CORRECT_FIX
006_01_0,word_1_16_1_10_9,exprellement,expressement,expressement,CORRECT_FIX
006_01_0,word_1_16_1_11_3,fuprême,suprême,suprême,CORRECT_FIX
006_01_0,word_1_16_1_11_4,Légiflature,Législature,Législature,CORRECT_FIX
006_01_0,word_1_16_1_12_8,Légiflature,Législature,Législature,CORRECT_FIX
006_01_0,word_1_16_1_13_5,fuprême,suprême,suprême,CORRECT_FIX
006_01_0,word_1_16_1_13_7,univerfel,universel,universel,CORRECT_FIX
006_01_0,word_1_16_1_15_3,néceffaire,nécessaire,nécessaire,CORRECT_FIX
006_01_0,word_1_16_1_15_8,puiffe,puisse,puisse,CORRECT_FIX
006_01_0,word_1_16_1_16_11,Magiftrat,Magistrat,Magistrat,CORRECT_FIX
006_01_0,word_1_16_1_17_5,autorifer,autoriser,autoriser,CORRECT_FIX
006_01_0,word_1_16_1_17_11,foit,foit,soit,FALSE_POSITIVE
006_01_0,word_1_16_1_18_0,exémption,exémption,exemption,FALSE_POSITIVE
006_01_0,word_1_16_1_19_5,Légiflature,Législature,Législature,CORRECT_FIX
006_01_0,word_1_16_1_19_6,ufurperoit,usurperoit,usurperoit,CORRECT_FIX
006_01_0,word_1_16_1_20_3,auffi,aussi,aussi,CORRECT_FIX
006_01_0,word_1_16_2_0_5,néceffaire,nécessaire,nécessaire,CORRECT_FIX
006_01_0,word_1_16_2_0_7,s'excufer,s'excuser,s'excuser,CORRECT_FIX
006_01_0,word_1_16_2_3_6,agiffent,agissent,agissent,CORRECT_FIX
006_01_0,word_1_16_2_3_11,queftion,question,question,CORRECT_FIX
006_01_0,word_1_16_2_5_2,confifte,consiste,consiste,CORRECT_FIX
006_01_0,word_1_16_2_6_1,fue,sue,sur,WRONG_FIX
006_01_0,word_1_16_2_6_5,fouverain,souverain,souverain,CORRECT_FIX
006_01_0,word_1_16_2_6_9,font,sont,sont,CORRECT_FIX
006_01_0,word_1_16_2_7_3,fouveraineté,souveraineté,souveraineté,CORRECT_FIX
006_01_0,word_1_16_2_7_10,Confeil,Conseil,Conseil,CORRECT_FIX
006_01_0,word_1_16_2_8_4,font,sont,sont,CORRECT_FIX
006_01_0,word_1_16_2_10_6,choifi,choisi,choisi,CORRECT_FIX
006_01_0,word_1_16_2_11_9,refte,reste,reste,CORRECT_FIX
006_01_0,word_1_16_3_0_2,fituation,situation,situation,CORRECT_FIX
006_01_0,word_1_16_3_1_11,Legifla-,Legisla-,Legisla-,CORRECT_FIX
006_01_0,word_1_16_3_2_2,calomnieufes,calomnieuses,calomnieuses,CORRECT_FIX
006_01_0,word_1_16_3_3_3,diverfes,diverses,diverses,CORRECT_FIX
006_01_0,word_1_16_3_3_4,accufations,accusations,accusations,CORRECT_FIX
006_01_0,word_1_16_3_4_0,d'oppreffion,d'oppression,d'oppression,CORRECT_FIX
006_01_0,word_1_16_3_4_4,fuite,suite,suite,CORRECT_FIX
006_01_0,word_1_16_3_4_6,baffes,basses,basses,CORRECT_FIX
006_01_0,word_1_16_3_5_9,conftituans,constituans,constituans,CORRECT_FIX
006_01_0,word_1_16_3_6_10,applaudiffemens,applaudissemens,applaudissemens,CORRECT_FIX
006_01_0,word_1_16_3_7_6,cenfure,censure,censure,CORRECT_FIX
006_01_0,word_1_16_3_7_9,affurent,assurent,assurent,CORRECT_FIX
006_01_0,word_1_16_3_8_0,très,très,tres,FALSE_POSITIVE
006_01_0,word_1_16_3_8_9,tramifes,tramises,transmises,WRONG_FIX
006_01_0,word_1_16_3_8_12,préfente,présente,présente,CORRECT_FIX
006_01_0,word_1_16_3_9_0,pofterité,posterité,postérité,WRONG_FIX
006_01_0,word_1_16_3_9_12,font,sont,sont,CORRECT_FIX
006_01_0,word_1_16_3_9_15,<<,"""","""",CORRECT_FIX
006_01_0,word_1_16_3_10_0,fommes,sommes,sommes,CORRECT_FIX
006_01_0,word_1_16_3_10_1,depenfées,depensées,depensées,CORRECT_FIX
006_01_0,word_1_16_3_10_4,diverfes,diverses,diverses,CORRECT_FIX
006_01_0,word_1_16_3_10_10,mier,Les,mier,MISSED_FIX
006_01_0,word_1_16_3_11_4,fupport,support,support,CORRECT_FIX
006_01_0,word_1_16_4_0_2,femmes,sommes,sommes,CORRECT_FIX
006_01_0,word_1_16_4_0_8,deffenentes,deffenentes,differentes,FALSE_POSITIVE
006_01_0,word_1_16_4_1_9,eflimations,estimations,estimations,CORRECT_FIX
006_01_0,word_1_16_4_2_2,fupport,support,support,CORRECT_FIX
006_01_0,word_1_16_4_2_11,auffi,aussi,aussi,CORRECT_FIX
006_01_1,word_1_0_0_1_4,fuggelted,suggested,suggested,CORRECT_FIX
006_01_1,word_1_0_0_1_12,thule,those,those,CORRECT_FIX
006_01_1,word_1_0_0_2_0,fupported,supported,supported,CORRECT_FIX
006_01_1,word_1_0_0_2_11,fupport,fupport,support,FALSE_POSITIVE
006_01_1,word_1_0_0_3_0,fealon,fealon,season,FALSE_POSITIVE
006_01_1,word_1_0_0_3_7,fituation,fituation,situation,FALSE_POSITIVE
006_01_1,word_1_0_0_5_9,ald,ald,aid,FALSE_POSITIVE
006_01_1,word_1_0_0_5_12,ferious,ferious,serious,FALSE_POSITIVE
006_01_1,word_1_2_0_0_1,refpect,respect,respect,CORRECT_FIX
006_01_1,word_1_2_0_3_12,Gen,Gen,Gen-,FALSE_POSITIVE
006_01_1,word_1_2_0_5_2,confeffed,confessed,confessed,CORRECT_FIX
006_01_1,word_1_2_0_6_1,fet,fet,set,FALSE_POSITIVE
006_01_1,word_1_2_0_6_3,oppofition,opposition,opposition,CORRECT_FIX
006_01_1,word_1_2_0_7_14,Majelly,Majelly,Majesty,FALSE_POSITIVE
006_01_1,word_1_2_0_7_15,itfelf,itfelf,itself,FALSE_POSITIVE
006_01_1,word_1_2_0_9_8,meffage,message,message,CORRECT_FIX
006_01_1,word_1_2_0_9_12,Houfe,House,House,CORRECT_FIX
006_01_1,word_1_2_0_9_17,be,be,he,FALSE_POSITIVE
006_01_1,word_1_2_0_10_6,bis,bis,his,FALSE_POSITIVE
006_01_1,word_1_2_0_10_8,Lift,List,List,CORRECT_FIX
006_01_1,word_1_2_0_10_12,eafe,ease,ease,CORRECT_FIX
006_01_1,word_1_2_0_11_6,beft,best,best,CORRECT_FIX
006_01_1,word_1_2_0_12_4,meflage,message,message,CORRECT_FIX
006_01_1,word_1_2_0_13_3,Houfe,House,House,CORRECT_FIX
006_01_1,word_1_2_0_14_9,frength,srength,strength,WRONG_FIX
006_01_1,word_1_2_1_0_12,",",",",.,FALSE_POSITIVE
006_01_1,word_1_2_1_0_14,",",",",.,FALSE_POSITIVE
006_01_1,word_1_2_1_2_1,fame,fame,same,FALSE_POSITIVE
006_01_1,word_1_2_1_2_2,.,.,:,FALSE_POSITIVE
006_01_1,word_1_2_2_0_4,10,10,10.,FALSE_POSITIVE
006_01_1,word_1_2_3_1_0,Charleltown,Charleltown,Charlestown,FALSE_POSITIVE
006_01_1,word_1_2_3_1_3,feven,seven,seven,CORRECT_FIX
006_01_1,word_1_2_3_1_8,failed,sailed,sailed,CORRECT_FIX
006_01_1,word_1_2_3_3_6,Dorchelter,Dorchester,Dorchester,CORRECT_FIX
006_01_1,word_1_2_3_3_9,fame,same,fame,MISSED_FIX
006_01_1,word_1_2_4_0_3,Ifland,Island,Island,CORRECT_FIX
006_01_1,word_1_2_4_2_1,Hudlon's,Hudson's,Hudson's,CORRECT_FIX
006_01_1,word_1_2_5_0_1,lall,lall,last,FALSE_POSITIVE
006_01_1,word_1_2_5_0_6,Elq,Esq,Esq,CORRECT_FIX
006_01_1,word_1_2_5_0_8,Commiffary,Commissary,Commissary,CORRECT_FIX
006_01_1,word_1_2_5_0_10,Mufters,Masters,Musters,WRONG_FIX
006_01_1,word_1_2_5_1_2,Goodnefs,Goodness,Goodness,CORRECT_FIX
006_01_1,word_1_2_5_1_7,Lofs,Loss,Loss,CORRECT_FIX
006_01_1,word_1_2_5_2_9,fteady,steady,steady,CORRECT_FIX
006_01_1,word_1_2_6_1_8,failed,sailed,failed,MISSED_FIX
006_01_1,word_1_2_6_2_5,affured,assured,assured,CORRECT_FIX
006_01_1,word_1_2_6_3_6,Divifion,Division,Division,CORRECT_FIX
006_01_1,word_1_2_6_5_9,fet,fet,set,FALSE_POSITIVE
006_01_1,word_1_2_6_5_15,Ac,Ac,Ac-,FALSE_POSITIVE
006_01_1,word_1_2_6_7_3,fuppofed,fuppofed,supposed,FALSE_POSITIVE
006_01_1,word_1_2_6_7_12,Prifoners,Prifoners,Prisoners,FALSE_POSITIVE
006_01_1,word_1_2_6_8_2,Jafon,Jafon,Jason,FALSE_POSITIVE
006_01_1,word_1_2_6_9_0,Contorts,Contorts,Consorts,FALSE_POSITIVE
006_01_1,word_1_2_6_9_5,",",",",;,FALSE_POSITIVE
006_01_1,word_1_2_6_9_7,funk,funk,sunk,FALSE_POSITIVE
006_01_1,word_1_2_6_9_11,Pallage,Pallage,Passage,FALSE_POSITIVE
006_01_1,word_1_4_0_1_2,Anderfon,Anderson,Anderson,CORRECT_FIX
006_01_1,word_1_7_0_0_0,вир,вир,O,FALSE_POSITIVE
006_01_1,word_1_8_0_0_0,Ο,Ο,U,FALSE_POSITIVE
006_01_1,word_1_9_0_0_0,U,U,T,FALSE_POSITIVE
006_01_1,word_1_12_0_0_0,·,·,—,FALSE_POSITIVE
006_01_1,word_1_12_0_0_1,αίτια,αίτια,ditto,FALSE_POSITIVE
006_01_1,word_1_12_0_0_2,",",",",.,FALSE_POSITIVE
006_01_1,word_1_13_0_0_0,TWA,TWA,W,FALSE_POSITIVE
006_01_1,word_1_13_0_0_1,R,R,A,FALSE_POSITIVE
006_01_1,word_1_13_0_0_2,D,D,R,FALSE_POSITIVE
006_01_1,word_1_13_0_0_3,S,S,D,FALSE_POSITIVE
006_01_1,word_1_13_0_0_4,",",",",S,FALSE_POSITIVE
006_01_1,word_1_18_0_0_4,Auguft,Auguft,August,FALSE_POSITIVE
006_01_1,word_1_19_0_0_0,Ta,Ta,At,FALSE_POSITIVE
006_01_1,word_1_19_0_0_5,Commiffioners,Commissioners,Commissioners,CORRECT_FIX
006_01_1,word_1_19_0_0_12,diftrict,district,district,CORRECT_FIX
006_01_1,word_1_19_1_0_13,fix,six,six,CORRECT_FIX
006_01_1,word_1_19_2_0_7,fix,six,six,CORRECT_FIX
006_01_1,word_1_19_3_1_6,Coarfe,Coarfe,Coarse,FALSE_POSITIVE
006_01_1,word_1_19_3_1_8,20f,20s,20s,CORRECT_FIX
006_01_1,word_1_19_3_1_17,Peale,Pease,Peale,MISSED_FIX
006_01_1,word_1_19_3_2_2,afcertained,ascertained,ascertained,CORRECT_FIX
006_01_1,word_1_19_3_6_9,paffage,passage,passage,CORRECT_FIX
006_01_1,word_1_21_0_0_15,fac,sac,sac,CORRECT_FIX
006_01_1,word_1_21_0_1_1,Mef,Mess,Mess,CORRECT_FIX
006_01_1,word_1_23_0_0_1,Rofe,Rose,Rose,CORRECT_FIX
006_01_1,word_1_24_0_1_0,D,D,DU,FALSE_POSITIVE
006_01_1,word_1_26_1_0_1,Ciemifes,Ciemifes,Chemises,FALSE_POSITIVE
006_01_1,word_1_26_1_0_6,",",",",.,FALSE_POSITIVE
006_01_1,word_1_27_0_0_0,M'Liben,M'Liben,Lisbon,FALSE_POSITIVE
006_01_1,word_1_27_1_0_0,TADEIRA,TADEIRA,MADEIRA,FALSE_POSITIVE
006_01_1,word_1_30_0_0_0,Annifeed,Annifeed,Anniseed,FALSE_POSITIVE
006_01_1,word_1_31_1_0_0,Raifins,Raifins,Raisins,FALSE_POSITIVE
006_01_1,word_1_31_1_0_2,Calse,Calse,Casks,FALSE_POSITIVE
006_01_1,word_1_32_0_0_2,Cafks,Cafks,Casks,FALSE_POSITIVE
006_01_1,word_1_39_0_0_1,Calks,Calks,Casks,FALSE_POSITIVE
006_01_1,word_1_44_0_0_0,Hyfon,Hyfon,Hyson,FALSE_POSITIVE
006_01_1,word_1_44_0_0_5,Bohes,Bohes,Bohea,FALSE_POSITIVE
006_01_1,word_1_47_0_0_3,beft,best,best,CORRECT_FIX
006_01_1,word_1_47_0_0_7,fold,sold,sold,CORRECT_FIX
006_01_1,word_1_47_0_0_8,Wholefale,Wholesale,Wholesale,CORRECT_FIX
006_01_1,word_1_47_1_0_6,Goal,Goal,Gaol,FALSE_POSITIVE
006_01_1,word_1_48_0_0_6,s'adreffait,s'adressait,s'adressait,CORRECT_FIX
006_01_1,word_1_48_0_0_10,ceb,ceb,ces,FALSE_POSITIVE
006_01_1,word_1_48_0_1_6,férieufe,férieufe,sérieuse,FALSE_POSITIVE
006_01_1,word_1_48_0_2_1,ceue,ceue,cette,FALSE_POSITIVE
006_01_1,word_1_48_0_2_7,difcuter,difcuter,discuter,FALSE_POSITIVE
006_01_1,word_1_48_0_2_12,difcrétion,difcrétion,discrétion,FALSE_POSITIVE
006_01_1,word_1_48_0_3_8,s'adreffa,s'adreffa,s'adressa,FALSE_POSITIVE
006_01_1,word_1_48_0_3_9,furtout,furtout,surtout,FALSE_POSITIVE
006_01_1,word_1_48_0_4_1,leggera,leggera,suggera,FALSE_POSITIVE
006_01_1,word_1_48_0_5_0,foutenaient,foutenaient,soutenaient,FALSE_POSITIVE
006_01_1,word_1_48_0_6_0,fot,fot,fut,FALSE_POSITIVE
006_01_1,word_1_48_0_6_4,fituation,situation,situation,CORRECT_FIX
006_01_1,word_1_48_0_7_0,ferait,serait,serait,CORRECT_FIX
006_01_1,word_1_48_0_8_13,féricufe,féricufe,sérieuse,FALSE_POSITIVE
006_01_1,word_1_48_1_0_1,Pégard,Pégard,l'égard,FALSE_POSITIVE
006_01_1,word_1_48_1_1_8,feule,seule,seule,CORRECT_FIX
006_01_1,word_1_48_1_4_15,fuffitamment,fuffitamment,suffisamment,FALSE_POSITIVE
006_01_1,word_1_48_1_4_16,fuivant,fuivant,suivant,FALSE_POSITIVE
006_01_1,word_1_48_1_5_0,Ini,Ini,lui,FALSE_POSITIVE
006_01_1,word_1_48_1_5_2,lorfque,lorfque,lorsque,FALSE_POSITIVE
006_01_1,word_1_48_1_5_10,oppofition,oppofition,opposition,FALSE_POSITIVE
006_01_1,word_1_48_1_7_8,fouffrant,souffrant,souffrant,CORRECT_FIX
006_01_1,word_1_48_1_8_0,breufes,breufes,breuses,FALSE_POSITIVE
006_01_1,word_1_48_1_8_1,dépenfes,dépenses,dépenses,CORRECT_FIX
006_01_1,word_1_48_1_9_0,meffage,message,message,CORRECT_FIX
006_01_1,word_1_48_1_9_8,réfolue,résolue,résolue,CORRECT_FIX
006_01_1,word_1_48_1_10_0,lifle,lifle,liste,FALSE_POSITIVE
006_01_1,word_1_48_1_10_14,ton,ton,son,FALSE_POSITIVE
006_01_1,word_1_48_1_11_3,efpérait,efpérait,espérait,FALSE_POSITIVE
006_01_1,word_1_48_1_11_7,meffage,meffage,message,FALSE_POSITIVE
006_01_1,word_1_48_1_12_8,fuivrait,fuivrait,suivrait,FALSE_POSITIVE
006_01_1,word_1_48_1_12_10,ufant,ufant,usant,FALSE_POSITIVE
006_01_1,word_1_48_1_13_14,l'adminif,l'adminis,l'adminis-,WRONG_FIX
006_01_1,word_1_48_2_0_3,l'adreffe,l'adreffe,l'adresse,FALSE_POSITIVE
006_01_1,word_1_48_2_1_4,confeil,confeil,conseil,FALSE_POSITIVE
006_01_1,word_1_48_2_2_0,Majellé,Majellé,Majesté,FALSE_POSITIVE
006_01_1,word_1_48_4_1_4,fept,sept,sept,CORRECT_FIX
006_01_1,word_1_48_4_3_12,Dorchelter,Dorchelter,Dorchester,FALSE_POSITIVE
006_01_1,word_1_48_5_1_13,d'Hudfon,d'Hudfon,d'Hudson,FALSE_POSITIVE
006_01_1,word_1_48_5_2_8,Commiffaire,Commissaire,Commissaire,CORRECT_FIX
006_01_1,word_1_48_5_4_10,conftant,conftant,constant,FALSE_POSITIVE
006_01_1,word_1_48_5_4_15,fervi-,fervi-,servi-,FALSE_POSITIVE
006_01_1,word_1_48_6_0_9,Webfter,Webster,Webster,CORRECT_FIX
006_01_1,word_1_48_6_1_15,qu'll,qu'll,qu'il,FALSE_POSITIVE
006_01_1,word_1_48_6_1_16,át,át,fit,FALSE_POSITIVE
006_01_1,word_1_48_6_2_6,Kington,Kingston,Kingston,CORRECT_FIX
006_01_1,word_1_48_6_2_9,l'affura,l'affura,l'assura,FALSE_POSITIVE
006_01_1,word_1_48_6_3_8,divifion,divifion,division,FALSE_POSITIVE
006_01_1,word_1_48_6_5_6,Kington,Kington,Kingston,FALSE_POSITIVE
006_01_1,word_1_48_6_6_13,pourfuite,poursuite,poursuite,CORRECT_FIX
006_01_1,word_1_48_6_7_5,fuppofés,supposés,supposés,CORRECT_FIX
006_01_1,word_1_48_6_8_1,prifoniers,prifoniers,prisoniers,FALSE_POSITIVE
006_01_1,word_1_48_6_8_5,Jafon,Jafon,Jason,FALSE_POSITIVE
006_01_1,word_1_48_6_9_7,fanci,fanci,sanci,FALSE_POSITIVE
006_01_1,word_1_48_6_9_9,paffage,paffage,passage,FALSE_POSITIVE
006_01_1,word_1_52_0_0_4,d'Acút,d'Acút,d'Août,FALSE_POSITIVE
006_01_1,word_1_53_0_0_1,affemblée,assemblée,assemblée,CORRECT_FIX
006_01_1,word_1_53_0_0_3,Commiffaires,Commissaires,Commissaires,CORRECT_FIX
006_01_1,word_1_53_0_0_9,diftrict,district,district,CORRECT_FIX
006_01_1,word_1_53_1_0_4,fhelling,shelling,shelling,CORRECT_FIX
006_01_1,word_1_53_1_0_5,péferoit,péseroit,péseroit,CORRECT_FIX
006_01_1,word_1_53_1_0_8,fix,fix,six,FALSE_POSITIVE
006_01_1,word_1_53_2_0_0,helling,helling,shelling,FALSE_POSITIVE
006_01_1,word_1_53_2_0_1,péferoit,péseroit,péseroit,CORRECT_FIX
006_01_1,word_1_53_2_0_2,fix,fix,six,FALSE_POSITIVE
006_01_1,word_1_53_3_0_8,deffous,dessous,dessous,CORRECT_FIX
006_01_1,word_1_53_3_0_14,fuit,fuit,suit,FALSE_POSITIVE
006_01_1,word_1_53_3_1_9,groffe,groffe,grosse,FALSE_POSITIVE
006_01_1,word_1_53_3_2_1,ce,ce,c.,FALSE_POSITIVE
006_01_1,word_1_53_3_2_4,fauroient,fauroient,sauroient,FALSE_POSITIVE
006_01_1,word_1_53_3_2_6,affurés,affurés,assurés,FALSE_POSITIVE
006_01_1,word_1_55_0_0_0,UILLAUME,UILLAUME,GUILLAUME,FALSE_POSITIVE
006_01_1,word_1_57_0_0_2,Meffrs,Messrs,Messrs,CORRECT_FIX
006_01_1,word_1_57_0_0_4,Davifon,Davison,Davison,CORRECT_FIX
006_01_1,word_1_57_0_0_6,Lecs,Lecs,Lees,FALSE_POSITIVE
006_01_1,word_1_57_0_0_11,mailon,mailon,maison,FALSE_POSITIVE
006_01_1,word_1_57_0_1_1,aernier,aernier,dernier,FALSE_POSITIVE
006_01_1,word_1_57_0_1_3,fitués,fitués,situés,FALSE_POSITIVE
006_01_1,word_1_57_0_1_17,Ecoier,Ecoier,Ecuier,FALSE_POSITIVE
006_01_1,word_1_57_0_3_0,fonnes,sonnes,sonnes,CORRECT_FIX
006_01_1,word_1_57_0_3_3,prétenfions,prétensions,prétensions,CORRECT_FIX
006_01_1,word_1_57_0_4_4,préfentes,préfentes,présentes,FALSE_POSITIVE
006_01_1,word_1_57_0_5_14,acquifition,acquisition,acquisition,CORRECT_FIX
006_01_1,word_1_57_0_7_0,avertiffement,avertissement,avertissement,CORRECT_FIX
006_01_1,word_1_58_0_0_0,WH,WH,W,FALSE_POSITIVE
006_01_1,word_1_59_0_1_2,purchafed,purchased,purchased,CORRECT_FIX
006_01_1,word_1_59_0_1_4,Meffrs,Messrs,Messrs,CORRECT_FIX
006_01_1,word_1_59_0_1_6,Davifon,Davison,Davison,CORRECT_FIX
006_01_1,word_1_59_0_1_13,Houfe,Houfe,House,FALSE_POSITIVE
006_01_1,word_1_59_0_2_3,fituate,fituate,situate,FALSE_POSITIVE
006_01_1,word_1_59_0_2_17,Efq,Efq,Esq,FALSE_POSITIVE
006_01_1,word_1_59_0_4_8,aforefaid,aforesaid,aforesaid,CORRECT_FIX
006_01_1,word_1_59_0_4_11,houfe,house,house,CORRECT_FIX
006_01_1,word_1_59_0_5_1,defired,desired,desired,CORRECT_FIX
006_01_1,word_1_59_0_6_13,purchafe,purchase,purchase,CORRECT_FIX
006_01_1,word_1_59_0_7_7,difregarded,disregarded,disregarded,CORRECT_FIX
006_01_1,word_1_59_0_7_16,Adver,Adver,Adver-,FALSE_POSITIVE
006_01_1,word_1_59_0_8_0,tifement,tisement,tisement,CORRECT_FIX
006_01_1,word_1_59_0_9_3,Auguß,Auguß,August,FALSE_POSITIVE
006_01_1,word_1_59_2_0_0,l'Enfeigne,l'Enfeigne,l'Enseigne,FALSE_POSITIVE
006_01_1,word_1_59_2_1_2,font,font,sont,FALSE_POSITIVE
006_01_1,word_1_59_2_1_5,préfentes,préfentes,présentes,FALSE_POSITIVE
006_01_1,word_1_59_2_1_9,préfenter,préfenter,présenter,FALSE_POSITIVE
006_01_1,word_1_59_2_1_11,atteftées,atteftées,attestées,FALSE_POSITIVE
006_01_1,word_1_61_1_0_0,Enfigo,Ensigo,Ensign,WRONG_FIX
006_01_1,word_1_61_1_0_12,bereby,bereby,hereby,FALSE_POSITIVE
006_01_1,word_1_61_1_0_13,requeft-,request-,request-,CORRECT_FIX
006_01_1,word_1_61_1_2_2,1ft,1ft,1st,FALSE_POSITIVE
006_01_1,word_1_61_1_2_13,difregarded,difregarded,disregarded,FALSE_POSITIVE
006_01_1,word_1_63_0_0_0,OUS,OUS,TOUS,FALSE_POSITIVE
006_01_1,word_1_63_0_1_0,Meffrs,Messrs,Messrs,CORRECT_FIX
006_01_1,word_1_63_0_1_16,font,font,sont,FALSE_POSITIVE
006_01_1,word_1_63_0_2_3,préfenter,présenter,présenter,CORRECT_FIX
006_01_1,word_1_63_0_2_9,fouligné,soussgné,soussigné,WRONG_FIX
006_01_1,word_1_63_0_3_1,font,font,sont,FALSE_POSITIVE
006_01_1,word_1_63_0_3_2,ferieufement,serieusement,serieusement,CORRECT_FIX
006_01_1,word_1_63_0_3_13,feront,feront,seront,FALSE_POSITIVE
006_01_1,word_1_63_0_4_0,faivis,saivis,suivis,WRONG_FIX
006_01_1,word_1_63_0_4_1,fuivant,suivant,suivant,CORRECT_FIX
006_01_1,word_1_63_0_5_5,Meffes,Meffes,Messrs,FALSE_POSITIVE
006_01_1,word_1_63_1_0_7,Eftate,Estate,Estate,CORRECT_FIX
006_01_1,word_1_63_2_0_1,defired,defired,desired,FALSE_POSITIVE
006_01_1,word_1_63_2_0_10,fubfcriber,subscriber,subscriber,CORRECT_FIX
006_01_1,word_1_63_2_0_15,whe,whe,who,FALSE_POSITIVE
006_01_1,word_1_63_2_1_1,anywife,anywife,anywise,FALSE_POSITIVE
006_01_1,word_1_63_2_1_6,Eftate,Eftate,Estate,FALSE_POSITIVE
006_01_1,word_1_63_2_1_12,fpeedy,fpeedy,speedy,FALSE_POSITIVE
006_01_1,word_1_63_2_2_8,profecuted,profecuted,prosecuted,FALSE_POSITIVE
006_01_1,word_1_64_0_0_4,Auguft,Auguft,August,FALSE_POSITIVE
006_01_1,word_1_65_0_0_5,Meffre,Messre,Messrs,WRONG_FIX
006_01_1,word_1_65_0_1_0,GEANT,GEANT,GRANT,FALSE_POSITIVE
006_01_1,word_1_65_0_1_2,MIXRs,MIXRs,MIERS,FALSE_POSITIVE
006_01_1,word_1_65_0_1_4,Truflees,Trustees,Trustees,CORRECT_FIX
